"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"HTTP Redirect","https://downkingo.com/installation","https://downkingo.com/docs/installation/","0","","","404","Not Found","true","","","Root-Relative","","","HTTP"
