"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://downkingo.com/pt/blog/","1","Blog | DownKingo","16","156","Indexable",""
"https://downkingo.com/en/blog/","1","Blog | DownKingo","16","156","Indexable",""
