"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://links.epixel.com.br/","text/html","403","Forbidden","Non-Indexable","Client Error","51","0,274","",""
