"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://downkingo.com/_astro/kingo.ByG9PjmT.ico","image/vnd.microsoft.icon","200","OK","1.1","Indexable","","","",""
"https://downkingo.com/_astro/wails-icon.yQeJYx7j.ico","image/vnd.microsoft.icon","200","OK","1.1","Indexable","","","",""
