"Address","Content Type","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://downkingo.com/_astro/welcome-hero.KpfLQg_1_ZKENIA.webp","image/webp","2","Indexable","",""
"https://downkingo.com/_astro/welcome-hero.KpfLQg_1_uRaO.png","image/png","2","Indexable","",""
"https://downkingo.com/_astro/welcome-hero.KpfLQg_1_Z2i7xfz.png","image/png","2","Indexable","",""
